Date,State_name_from,State_name_to,n
May-2020,Massachusetts,Pennsylvania,3598
May-2020,Massachusetts,Shreveport_Bossier,49
May-2020,Massachusetts,Texas,11274
May-2020,Massachusetts,Utah,710
May-2020,Massachusetts,Virginia,855
May-2020,Massachusetts,Washington,2738
May-2020,Massachusetts,Wisconsin,405
May-2020,Michigan,Alaska,163
May-2020,Michigan,Arizona,2099
May-2020,Michigan,California,1388
May-2020,Michigan,Connecticut,131
May-2020,Michigan,Florida,12849
May-2020,Michigan,Idaho,76
May-2020,Michigan,Illinois,3785
May-2020,Michigan,Maryland,80
May-2020,Michigan,Massachusetts,256
May-2020,Michigan,Michigan,568
May-2020,Michigan,Minnesota,1092
May-2020,Michigan,New_Orleans,260
May-2020,Michigan,New_York,511
May-2020,Michigan,Other_Louisiana,48
May-2020,Michigan,Pennsylvania,463
May-2020,Michigan,Shreveport_Bossier,19
May-2020,Michigan,Texas,3219
May-2020,Michigan,Utah,244
May-2020,Michigan,Virginia,233
May-2020,Michigan,Washington,322
May-2020,Michigan,Wisconsin,143
May-2020,Minnesota,Alaska,884
May-2020,Minnesota,Arizona,7247
May-2020,Minnesota,California,14086
May-2020,Minnesota,Connecticut,174
May-2020,Minnesota,Florida,15198
May-2020,Minnesota,Idaho,158
May-2020,Minnesota,Illinois,4521
May-2020,Minnesota,Maryland,1188
May-2020,Minnesota,Massachusetts,1330
May-2020,Minnesota,Michigan,726
May-2020,Minnesota,Minnesota,4659
May-2020,Minnesota,New_Orleans,785
May-2020,Minnesota,New_York,2504
May-2020,Minnesota,Other_Louisiana,107
May-2020,Minnesota,Pennsylvania,1599
May-2020,Minnesota,Shreveport_Bossier,51
May-2020,Minnesota,Texas,9394
May-2020,Minnesota,Utah,2983
May-2020,Minnesota,Virginia,364
May-2020,Minnesota,Washington,4278
May-2020,Minnesota,Wisconsin,1730
May-2020,New_Orleans,Alaska,200
May-2020,New_Orleans,Arizona,608
May-2020,New_Orleans,California,3288
May-2020,New_Orleans,Connecticut,173
May-2020,New_Orleans,Florida,7314
May-2020,New_Orleans,Idaho,52
May-2020,New_Orleans,Illinois,2884
May-2020,New_Orleans,Maryland,1012
May-2020,New_Orleans,Massachusetts,1064
May-2020,New_Orleans,Michigan,287
May-2020,New_Orleans,Minnesota,858
May-2020,New_Orleans,New_York,1011
May-2020,New_Orleans,Other_Louisiana,3
May-2020,New_Orleans,Pennsylvania,1109
May-2020,New_Orleans,Shreveport_Bossier,22
May-2020,New_Orleans,Texas,9549
May-2020,New_Orleans,Utah,358
May-2020,New_Orleans,Virginia,596
May-2020,New_Orleans,Washington,1007
May-2020,New_Orleans,Wisconsin,141
May-2020,New_York,Alaska,715
May-2020,New_York,Arizona,1858
May-2020,New_York,California,28931
May-2020,New_York,Connecticut,44
May-2020,New_York,Florida,54033
May-2020,New_York,Idaho,273
May-2020,New_York,Illinois,15209
May-2020,New_York,Maryland,3931
May-2020,New_York,Massachusetts,5292
May-2020,New_York,Michigan,539
May-2020,New_York,Minnesota,3381
May-2020,New_York,New_Orleans,790
May-2020,New_York,New_York,5113
May-2020,New_York,Other_Louisiana,354
May-2020,New_York,Pennsylvania,2730
May-2020,New_York,Shreveport_Bossier,104
May-2020,New_York,Texas,16330
May-2020,New_York,Utah,2919
May-2020,New_York,Virginia,733
May-2020,New_York,Washington,6608
May-2020,New_York,Wisconsin,531
May-2020,Other_Louisiana,Alaska,102
May-2020,Other_Louisiana,Arizona,287
May-2020,Other_Louisiana,California,1152
May-2020,Other_Louisiana,Connecticut,39
May-2020,Other_Louisiana,Florida,802
May-2020,Other_Louisiana,Idaho,20
May-2020,Other_Louisiana,Illinois,231
May-2020,Other_Louisiana,Maryland,74
May-2020,Other_Louisiana,Massachusetts,145
May-2020,Other_Louisiana,Michigan,37
May-2020,Other_Louisiana,Minnesota,115
May-2020,Other_Louisiana,New_York,371
May-2020,Other_Louisiana,Other_Louisiana,2
May-2020,Other_Louisiana,Pennsylvania,309
May-2020,Other_Louisiana,Shreveport_Bossier,8
May-2020,Other_Louisiana,Texas,5229
May-2020,Other_Louisiana,Utah,147
May-2020,Other_Louisiana,Virginia,165
May-2020,Other_Louisiana,Washington,277
May-2020,Other_Louisiana,Wisconsin,94
May-2020,Pennsylvania,Alaska,441
May-2020,Pennsylvania,Arizona,3095
May-2020,Pennsylvania,California,8738
May-2020,Pennsylvania,Connecticut,559
May-2020,Pennsylvania,Florida,62867
May-2020,Pennsylvania,Idaho,160
May-2020,Pennsylvania,Illinois,10387
May-2020,Pennsylvania,Maryland,2060
May-2020,Pennsylvania,Massachusetts,3744
May-2020,Pennsylvania,Michigan,444
May-2020,Pennsylvania,Minnesota,1868
May-2020,Pennsylvania,New_Orleans,1361
May-2020,Pennsylvania,New_York,3438
May-2020,Pennsylvania,Other_Louisiana,331
May-2020,Pennsylvania,Pennsylvania,6676
May-2020,Pennsylvania,Shreveport_Bossier,123
May-2020,Pennsylvania,Texas,16896
May-2020,Pennsylvania,Utah,914
May-2020,Pennsylvania,Virginia,2588
May-2020,Pennsylvania,Washington,3540
May-2020,Pennsylvania,Wisconsin,1578
May-2020,Shreveport_Bossier,Alaska,31
May-2020,Shreveport_Bossier,Arizona,99
May-2020,Shreveport_Bossier,California,399
May-2020,Shreveport_Bossier,Connecticut,10
May-2020,Shreveport_Bossier,Florida,1004
May-2020,Shreveport_Bossier,Idaho,13
May-2020,Shreveport_Bossier,Illinois,92
May-2020,Shreveport_Bossier,Maryland,34
May-2020,Shreveport_Bossier,Massachusetts,56
May-2020,Shreveport_Bossier,Michigan,21
May-2020,Shreveport_Bossier,Minnesota,51
May-2020,Shreveport_Bossier,New_Orleans,6
May-2020,Shreveport_Bossier,New_York,113
May-2020,Shreveport_Bossier,Other_Louisiana,4
May-2020,Shreveport_Bossier,Pennsylvania,111
May-2020,Shreveport_Bossier,Texas,969
May-2020,Shreveport_Bossier,Utah,48
May-2020,Shreveport_Bossier,Virginia,57
May-2020,Shreveport_Bossier,Washington,95
May-2020,Shreveport_Bossier,Wisconsin,28
May-2020,Texas,Alaska,1263
May-2020,Texas,Arizona,30308
May-2020,Texas,California,87384
May-2020,Texas,Connecticut,1360
May-2020,Texas,Florida,70003
May-2020,Texas,Idaho,1090
May-2020,Texas,Illinois,34060
May-2020,Texas,Maryland,8800
May-2020,Texas,Massachusetts,11405
May-2020,Texas,Michigan,2731
May-2020,Texas,Minnesota,9486
May-2020,Texas,New_Orleans,9196
May-2020,Texas,New_York,16460
May-2020,Texas,Other_Louisiana,5495
May-2020,Texas,Pennsylvania,15706
May-2020,Texas,Shreveport_Bossier,1834
May-2020,Texas,Texas,102790
May-2020,Texas,Utah,9028
May-2020,Texas,Virginia,5506
May-2020,Texas,Washington,15059
May-2020,Texas,Wisconsin,3548
May-2020,Utah,Alaska,533
May-2020,Utah,Arizona,9613
May-2020,Utah,California,20581
May-2020,Utah,Connecticut,260
May-2020,Utah,Florida,3242
May-2020,Utah,Idaho,1920
May-2020,Utah,Illinois,1710
May-2020,Utah,Maryland,1439
May-2020,Utah,Massachusetts,597
May-2020,Utah,Michigan,227
May-2020,Utah,Minnesota,2808
May-2020,Utah,New_Orleans,192
May-2020,Utah,New_York,2744
May-2020,Utah,Other_Louisiana,146
May-2020,Utah,Pennsylvania,840
May-2020,Utah,Shreveport_Bossier,49
May-2020,Utah,Texas,10149
May-2020,Utah,Utah,402
May-2020,Utah,Virginia,400
May-2020,Utah,Washington,6525
May-2020,Utah,Wisconsin,316
May-2020,Virginia,Alaska,118
May-2020,Virginia,Arizona,1371
May-2020,Virginia,California,3606
May-2020,Virginia,Connecticut,227
May-2020,Virginia,Florida,12227
May-2020,Virginia,Idaho,72
May-2020,Virginia,Illinois,2322
May-2020,Virginia,Maryland,719
May-2020,Virginia,Massachusetts,913
May-2020,Virginia,Michigan,245
May-2020,Virginia,Minnesota,324
May-2020,Virginia,New_Orleans,394
May-2020,Virginia,New_York,928
May-2020,Virginia,Other_Louisiana,171
May-2020,Virginia,Pennsylvania,1966
May-2020,Virginia,Shreveport_Bossier,53
May-2020,Virginia,Texas,5931
May-2020,Virginia,Utah,569
May-2020,Virginia,Virginia,8
May-2020,Virginia,Washington,709
May-2020,Virginia,Wisconsin,370
May-2020,Washington,Alaska,12231
May-2020,Washington,Arizona,22293
May-2020,Washington,California,54503
May-2020,Washington,Connecticut,259
May-2020,Washington,Florida,7535
May-2020,Washington,Idaho,4139
May-2020,Washington,Illinois,6168
May-2020,Washington,Maryland,551
May-2020,Washington,Massachusetts,2352
May-2020,Washington,Michigan,291
May-2020,Washington,Minnesota,4131
May-2020,Washington,New_Orleans,1298
May-2020,Washington,New_York,5600
May-2020,Washington,Other_Louisiana,261
May-2020,Washington,Pennsylvania,3097
May-2020,Washington,Shreveport_Bossier,85
May-2020,Washington,Texas,15034
May-2020,Washington,Utah,6984
May-2020,Washington,Virginia,682
May-2020,Washington,Washington,10980
May-2020,Washington,Wisconsin,953
May-2020,Wisconsin,Alaska,112
May-2020,Wisconsin,Arizona,5054
May-2020,Wisconsin,California,3863
May-2020,Wisconsin,Connecticut,136
May-2020,Wisconsin,Florida,9298
May-2020,Wisconsin,Idaho,102
May-2020,Wisconsin,Illinois,2733
May-2020,Wisconsin,Maryland,1611
May-2020,Wisconsin,Massachusetts,252
May-2020,Wisconsin,Michigan,144
May-2020,Wisconsin,Minnesota,1484
May-2020,Wisconsin,New_Orleans,152
May-2020,Wisconsin,New_York,508
May-2020,Wisconsin,Other_Louisiana,67
May-2020,Wisconsin,Pennsylvania,1439
May-2020,Wisconsin,Shreveport_Bossier,28
May-2020,Wisconsin,Texas,3485
May-2020,Wisconsin,Utah,240
May-2020,Wisconsin,Virginia,403
May-2020,Wisconsin,Washington,1123
May-2020,Wisconsin,Wisconsin,615
