Date,Origin Airport,Origin City,Origin Country,Destination Airport,Destination City,Destination Country,Total Volume,Direct Volume,Destination Lat,Destination Long,Origin Lat,Origin Long
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Columbus Airport, GA, US",Columbus,United States,1,0,32.5,-85.0,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Northwest Florida Beaches International Airport, FL, US",Panama City,United States,1,0,30.2,-85.7,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Santa Fe Municipal Airport, NM, US",Santa Fe,United States,1,0,35.7,-105.9,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Sarasota / Bradenton International Airport, FL, US",Sarasota/Bradenton,United States,1,0,27.4,-82.6,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Sarasota / Bradenton International Airport, FL, US",Sarasota/Bradenton,United States,1,0,27.4,-82.6,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Tri-Cities Regional TN/VA Airport, TN, US","Bristol, VA/Johnson City/Kingsport",United States,1,0,36.5,-82.4,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Tri-Cities Regional TN/VA Airport, TN, US","Bristol, VA/Johnson City/Kingsport",United States,1,0,36.5,-82.4,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Miami International Airport, FL, US",Miami,United States,1,0,25.8,-80.2,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Dannelly Field, AL, US",Montgomery,United States,1,0,32.4,-86.3,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Coastal Carolina Regional Airport, NC, US",New Bern,United States,1,0,35.1,-77.0,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Louisville International Airport, KY, US",Louisville,United States,1,0,38.3,-85.8,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Louisville International Airport, KY, US",Louisville,United States,1,0,38.3,-85.8,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Louisville International Airport, KY, US",Louisville,United States,1,0,38.3,-85.8,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"McAllen Miller International Airport, TX, US",Mcallen,United States,1,0,26.2,-98.2,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Rogue Valley International - Medford Airport, OR, US",Medford,United States,1,0,42.3,-122.9,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Rogue Valley International - Medford Airport, OR, US",Medford,United States,1,0,42.3,-122.9,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Harrisburg International Airport, PA, US",Harrisburg,United States,1,0,40.3,-76.9,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Daniel K. Inouye International Airport, HI, US",Honolulu,United States,1,0,21.3,-157.9,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Key West International Airport, FL, US",Key West,United States,1,0,24.6,-81.8,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Blue Grass Airport, KY, US",Lexington,United States,1,0,38.0,-84.5,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Cincinnati/Northern Kentucky International Airport, OH, US",Cincinnati,United States,1,0,39.1,-84.5,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Gainesville Regional Airport, FL, US",Gainesville,United States,1,0,29.7,-82.3,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Grand Forks International Airport, ND, US",Grand Forks,United States,1,0,47.9,-97.0,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Central Nebraska Regional Airport, NE, US",Grand Island,United States,1,0,40.9,-98.3,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Hector International Airport, ND, US",Fargo,United States,1,0,46.9,-96.8,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Bishop International Airport, MI, US",Flint,United States,1,0,43.0,-83.7,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Florence Regional Airport, SC, US",Florence,United States,1,0,34.2,-79.8,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"John Wayne Airport-Orange County, CA, US",Santa Ana,United States,1,0,33.7,-117.9,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Sioux Gateway Airport/Col. Bud Day Field, IA, US",Sioux City,United States,1,0,42.5,-96.4,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Lambert–St. Louis International Airport, IL, US",St Louis,United States,1,0,38.6,-90.2,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Lambert–St. Louis International Airport, IL, US",St Louis,United States,1,0,38.6,-90.2,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Stillwater Regional Airport, OK, US",Stillwater,United States,1,0,36.1,-97.1,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Tallahassee Regional Airport, FL, US",Tallahassee,United States,1,0,30.4,-84.3,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Tampa International Airport, FL, US",Tampa,United States,1,0,27.9,-82.5,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Tampa International Airport, FL, US",Tampa,United States,1,0,27.9,-82.5,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Cherry Capital Airport, MI, US",Traverse City,United States,1,0,44.8,-85.6,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Tucson International Airport, AZ, US",Tucson,United States,1,0,32.2,-110.9,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Will Rogers World Airport, OK, US",Oklahoma City,United States,1,0,35.5,-97.5,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Pittsburgh International Airport, PA, US",Pittsburgh,United States,1,0,40.4,-80.0,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Pierre Municipal Airport, SD, US",Pierre,United States,1,0,44.4,-100.4,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Portland International Airport, OR, US",Portland,United States,1,0,45.5,-122.7,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Rapid City Regional Airport, SD, US",Rapid City,United States,1,0,44.1,-103.2,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Reno/Tahoe International Airport, NV, US",Reno,United States,1,0,39.5,-119.8,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Boise Air Terminal, ID, US",Boise,United States,1,0,43.6,-116.2,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Bangor International Airport, ME, US",Bangor,United States,1,0,44.8,-68.8,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"San Diego International Airport, CA, US",San Diego,United States,1,0,32.7,-117.2,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Sacramento International Airport, CA, US",Sacramento,United States,1,0,38.6,-121.5,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Phoenix Sky Harbor International Airport, AZ, US",Phoenix,United States,1,0,33.4,-112.1,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Mahlon Sweet Field Airport, OR, US",Eugene,United States,1,0,44.1,-123.1,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Evansville Regional Airport, IN, US",Evansville,United States,1,0,38.0,-87.6,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Fairbanks International Airport, AK, US",Fairbanks,United States,1,0,64.8,-147.7,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Northwest Arkansas Regional Airport, AR, US",Fayetteville,United States,1,0,36.1,-94.2,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Fort Wayne International Airport, IN, US",Fort Wayne,United States,1,0,41.1,-85.1,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Fort Wayne International Airport, IN, US",Fort Wayne,United States,1,0,41.1,-85.1,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Gerald R. Ford International Airport, MI, US",Grand Rapids,United States,1,0,43.0,-85.7,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Bradley International Airport, CT, US",Hartford,United States,1,0,41.8,-72.7,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Detroit Metropolitan Wayne County Airport, MI, US",Detroit,United States,1,0,42.3,-83.0,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Dickinson Municipal Airport, ND, US",Dickinson,United States,1,0,46.9,-102.8,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Jacksonville International Airport, FL, US",Jacksonville,United States,1,0,30.3,-81.7,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Southwest Florida International Airport, FL, US",Fort Myers,United States,1,0,26.6,-81.8,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Southwest Florida International Airport, FL, US",Fort Myers,United States,1,0,26.6,-81.8,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Fort Smith Municipal Airport, AR, US",Fort Smith,United States,1,0,35.4,-94.4,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Daytona Beach International Airport, FL, US",Daytona Beach,United States,1,0,29.2,-81.0,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Durango–La Plata County Airport, CO, US",Durango,United States,1,0,37.3,-107.9,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Fresno Yosemite International Airport, CA, US",Fresno,United States,1,0,36.7,-119.8,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Asheville Regional Airport, NC, US",Asheville,United States,1,0,35.6,-82.6,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Hartsfield-Jackson Atlanta International Airport, GA, US",Atlanta,United States,1,0,33.7,-84.4,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Hartsfield-Jackson Atlanta International Airport, GA, US",Atlanta,United States,1,0,33.7,-84.4,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Augusta Regional Airport, GA, US",Augusta,United States,1,0,33.5,-82.0,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"University of Illinois Willard Airport, IL, US",Champaign,United States,1,0,40.1,-88.2,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Des Moines International Airport, IA, US",Des Moines,United States,1,0,41.6,-93.6,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Des Moines International Airport, IA, US",Des Moines,United States,1,0,41.6,-93.6,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Detroit Metropolitan Wayne County Airport, MI, US",Detroit,United States,1,0,42.3,-83.0,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Albuquerque International Airport, NM, US",Albuquerque,United States,1,0,35.1,-106.7,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Lehigh Valley International Airport, PA, US",Allentown,United States,1,0,40.6,-75.5,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Gallatin Field Airport, MT, US",Bozeman,United States,1,0,45.7,-111.0,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Brownsville-South Padre Island International Airport, TX, US",Brownsville,United States,1,0,25.9,-97.5,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Brunswick Golden Isles Airport, GA, US",Brunswick,United States,1,0,31.1,-81.5,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Burbank Bob Hope Airport, CA, US",Burbank,United States,1,0,34.2,-118.4,32.5,-92.1
April-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"Albuquerque International Airport, NM, US",Albuquerque,United States,1,0,35.1,-106.7,30.2,-93.2
April-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"Bismarck Municipal Airport, ND, US",Bismarck,United States,1,0,46.8,-100.8,30.2,-93.2
April-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"Boise Air Terminal, ID, US",Boise,United States,1,0,43.6,-116.2,30.2,-93.2
April-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"Logan International Airport, MT, US",Billings,United States,1,0,45.8,-108.5,30.2,-93.2
April-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,1,0,30.5,-91.2,30.2,-93.2
April-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"Logan International Airport, MA, US",Boston,United States,1,0,42.4,-71.1,30.2,-93.2
April-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"Detroit Metropolitan Wayne County Airport, MI, US",Detroit,United States,1,0,42.3,-83.0,30.2,-93.2
April-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"James M Cox Dayton International Airport, OH, US",Dayton,United States,1,0,39.8,-84.2,30.2,-93.2
April-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"Fresno Yosemite International Airport, CA, US",Fresno,United States,1,0,36.7,-119.8,30.2,-93.2
April-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"Asheville Regional Airport, NC, US",Asheville,United States,1,0,35.6,-82.6,30.2,-93.2
April-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"Anchorage International Airport, AK, US",Anchorage,United States,1,0,61.2,-149.9,30.2,-93.2
April-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"Southwest Florida International Airport, FL, US",Fort Myers,United States,1,0,26.6,-81.8,30.2,-93.2
April-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"Charleston International Airport, SC, US",Charleston,United States,1,0,32.8,-79.9,30.2,-93.2
April-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"Colorado Springs Airport, CO, US",Colorado Springs,United States,1,0,38.8,-104.8,30.2,-93.2
April-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"Colorado Springs Airport, CO, US",Colorado Springs,United States,1,0,38.8,-104.8,30.2,-93.2
