Date,Origin Airport,Origin City,Origin Country,Destination Airport,Destination City,Destination Country,Total Volume,Direct Volume,Destination Lat,Destination Long,Origin Lat,Origin Long
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Los Angeles International Airport, CA, US",Los Angeles,United States,1,0,34.1,-118.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Melbourne International Airport, FL, US",Melbourne,United States,1,0,28.1,-80.6,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Bradley International Airport, CT, US",Hartford,United States,1,0,41.8,-72.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Flagstaff Pulliam Airport, AZ, US",Grand Canyon,United States,1,0,36.1,-112.1,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Fresno Yosemite International Airport, CA, US",Fresno,United States,1,0,36.7,-119.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Fort Smith Municipal Airport, AR, US",Fort Smith,United States,1,0,35.4,-94.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Dothan Regional Airport, AL, US",Dothan,United States,1,0,31.2,-85.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Logan International Airport, MT, US",Billings,United States,1,0,45.8,-108.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Bismarck Municipal Airport, ND, US",Bismarck,United States,1,0,46.8,-100.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Augusta State Airport, ME, US",Augusta,United States,1,0,44.3,-69.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"San Luis Valley Regional Airport, CO, US",Alamosa,United States,1,0,37.5,-105.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Hartsfield-Jackson Atlanta International Airport, GA, US",Atlanta,United States,1,1,33.7,-84.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Southwest Florida International Airport, FL, US",Fort Myers,United States,1,0,26.6,-81.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Cortez-Montezuma County Airport, CO, US",Cortez,United States,1,0,37.3,-108.6,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Bethel Airport, AK, US",Bethel,United States,1,0,60.8,-161.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Anchorage International Airport, AK, US",Anchorage,United States,1,0,61.2,-149.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Kona International Airport, HI, US",Kona,United States,1,0,19.6,-156.0,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Meadows Field Airport, CA, US",Bakersfield,United States,1,0,35.4,-119.0,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Oakland International Airport, CA, US",Oakland,United States,1,0,37.8,-122.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Ogdensburg International Airport, NY, US",Ogdensburg,United States,1,0,44.7,-75.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"John F. Kennedy International Airport, NY, US",New York,United States,1,1,40.7,-74.0,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"North Platte Regional Airport Lee Bird Field, NE, US",North Platte,United States,1,0,41.1,-100.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Oakland International Airport, CA, US",Oakland,United States,1,0,37.8,-122.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Long Beach Airport, CA, US",Long Beach,United States,1,0,33.8,-118.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Orlando International Airport, FL, US",Orlando,United States,1,0,28.5,-81.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Pierre Municipal Airport, SD, US",Pierre,United States,1,0,44.4,-100.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Pocatello Regional Airport, ID, US",Pocatello,United States,1,0,42.9,-112.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Rochester, Rochester International Airport, MN, US",Rochester,United States,1,0,44.0,-92.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Rochester, Rochester International Airport, MN, US",Rochester,United States,1,0,44.0,-92.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Rochester, Rochester International Airport, MN, US",Rochester,United States,1,0,44.0,-92.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Greater Rochester International Airport, NY, US",Rochester,United States,1,0,43.2,-77.6,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Theodore Francis Green State Airport, RI, US",Providence,United States,1,0,41.8,-71.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Quincy Regional Airport, IL, US",Quincy,United States,1,0,39.9,-91.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Palm Springs International Airport, CA, US",Palm Springs,United States,1,0,33.8,-116.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Phoenix Sky Harbor International Airport, AZ, US",Phoenix,United States,1,0,33.4,-112.1,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Phoenix Sky Harbor International Airport, AZ, US",Phoenix,United States,1,0,33.4,-112.1,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Pueblo Memorial Airport, CO, US",Pueblo,United States,1,0,38.3,-104.6,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Aberdeen Regional Airport, SD, US",Aberdeen,United States,1,0,45.5,-98.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Central Illinois Regional Airport at Bloomington-Normal, IL, US",Bloomington/Normal,United States,1,0,40.5,-88.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Bangor International Airport, ME, US",Bangor,United States,1,0,44.8,-68.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Brainerd Lakes Regional Airport, MN, US",Brainerd,United States,1,0,46.4,-94.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Buffalo Niagara International Airport, NY, US",Buffalo,United States,1,0,42.9,-78.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Bishop International Airport, MI, US",Flint,United States,1,0,43.0,-83.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Bishop International Airport, MI, US",Flint,United States,1,0,43.0,-83.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Hays Municipal Airport, KS, US",Hays,United States,1,0,38.9,-99.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Dubuque Regional Airport, IA, US",Dubuque,United States,1,0,42.5,-90.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Erie International Airport, PA, US",Erie,United States,1,0,42.1,-80.1,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Erie International Airport, PA, US",Erie,United States,1,0,42.1,-80.1,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Fairbanks International Airport, AK, US",Fairbanks,United States,1,0,64.8,-147.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Yellowstone Regional Airport, WY, US",Cody,United States,1,0,44.5,-109.1,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"North Central West Virginia Airport, WV, US",Clarksburg,United States,1,0,39.3,-80.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Dallas/Fort Worth International Airport, TX, US",Dallas/Fort Worth,United States,1,1,32.8,-96.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Dallas/Fort Worth International Airport, TX, US",Dallas/Fort Worth,United States,1,1,32.8,-96.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Easterwood Field, TX, US",College Station,United States,1,0,30.6,-96.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Burlington International Airport, VT, US",Burlington,United States,1,0,44.5,-73.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Burlington International Airport, VT, US",Burlington,United States,1,0,44.5,-73.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Charlottesville-Albemarle Airport, VA, US",Charlottesville,United States,1,0,38.0,-78.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Cheyenne Airport, WY, US",Cheyenne,United States,1,0,41.1,-104.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Cincinnati/Northern Kentucky International Airport, OH, US",Cincinnati,United States,1,0,39.1,-84.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Delta County Airport, MI, US",Escanaba,United States,1,0,45.7,-87.1,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Snohomish County Airport (Paine Field), WA, US",Everett,United States,1,0,48.0,-122.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Chippewa Valley Regional Airport, WI, US",Eau Claire,United States,1,0,44.8,-91.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Austin Straubel International Airport, WI, US",Green Bay,United States,1,0,44.5,-88.0,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Great Falls International Airport, MT, US",Great Falls,United States,1,0,47.5,-111.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Glasgow International Airport, MT, US",Glasgow,United States,1,0,48.2,-106.6,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Fort Lauderdale/Hollywood International Airport, FL, US",Fort Lauderdale,United States,1,0,26.1,-80.1,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Gillette-Campbell County Airport, WY, US",Gillette,United States,1,0,44.3,-105.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Shreveport Regional Airport, LA, US",Shreveport,United States,1,0,32.5,-93.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Norman Y. Mineta San José International Airport, CA, US",San Jose,United States,1,0,37.3,-121.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"San Diego International Airport, CA, US",San Diego,United States,1,0,32.7,-117.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"San Diego International Airport, CA, US",San Diego,United States,1,0,32.7,-117.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Joe Foss Field, SD, US",Sioux Falls,United States,1,0,43.5,-96.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Austin-Bergstrom International Airport, TX, US",Austin,United States,1,0,30.3,-97.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Austin-Bergstrom International Airport, TX, US",Austin,United States,1,0,30.3,-97.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Akron-Canton Regional Airport, OH, US",Akron/Canton,United States,1,0,41.1,-81.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Appleton International Airport, WI, US",Appleton,United States,1,0,44.3,-88.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Louisville International Airport, KY, US",Louisville,United States,1,0,38.3,-85.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Laredo International Airport, TX, US",Laredo,United States,1,0,27.5,-99.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"McCarran International Airport, NV, US",Las Vegas,United States,1,0,36.2,-115.1,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Kalamazoo-Battle Creek International Airport, MI, US",Kalamazoo,United States,1,0,42.3,-85.6,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Kalamazoo-Battle Creek International Airport, MI, US",Kalamazoo,United States,1,0,42.3,-85.6,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Kalamazoo-Battle Creek International Airport, MI, US",Kalamazoo,United States,1,0,42.3,-85.6,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Glacier Park International Airport, MT, US",Kalispell,United States,1,0,48.2,-114.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Kansas City International Airport, MO, US",Kansas City,United States,1,0,39.1,-94.6,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Lihue Airport, HI, US",Kauai Island,United States,1,0,22.0,-159.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Lihue Airport, HI, US",Kauai Island,United States,1,0,22.0,-159.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Kearney Municipal Airport, NE, US",Kearney,United States,1,0,40.7,-99.1,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"La Crosse Municipal Airport, WI, US",La Crosse,United States,1,0,43.8,-91.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"McGhee Tyson Airport, TN, US",Knoxville,United States,1,0,36.0,-83.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Fanning Field, ID, US",Idaho Falls,United States,1,0,43.5,-112.0,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Long Island Mac Arthur Airport, NY, US",Islip,United States,1,0,40.7,-73.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Ithaca Tompkins Regional Airport, NY, US",Ithaca,United States,1,0,42.4,-76.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Ithaca Tompkins Regional Airport, NY, US",Ithaca,United States,1,0,42.4,-76.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Ithaca Tompkins Regional Airport, NY, US",Ithaca,United States,1,0,42.4,-76.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Jackson Hole Airport, WY, US",Jackson,United States,1,0,43.5,-110.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Rio Grande Valley International Airport, TX, US",Harlingen,United States,1,0,26.2,-97.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Piedmont Triad International Airport, NC, US",Greensboro/High Point,United States,1,0,36.1,-79.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Greenville–Spartanburg International Airport, SC, US",Greenville,United States,1,0,34.9,-82.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Harrisburg International Airport, PA, US",Harrisburg,United States,1,0,40.3,-76.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Helena Regional Airport, MT, US",Helena,United States,1,0,46.6,-112.0,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Hobbs Airport, NM, US",Hobbs,United States,1,0,32.7,-103.1,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Rio Grande Valley International Airport, TX, US",Harlingen,United States,1,0,26.2,-97.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Miami International Airport, FL, US",Miami,United States,1,0,25.8,-80.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Minot International Airport, ND, US",Minot,United States,1,0,48.2,-101.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Williamson County Regional Airport, IL, US",Marion,United States,1,0,37.7,-88.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Sawyer International Airport, MI, US",Marquette,United States,1,0,46.5,-87.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Lubbock Preston Smith International Airport, TX, US",Lubbock,United States,1,0,33.6,-101.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Tri-Cities Airport, WA, US",Pasco,United States,1,0,46.2,-119.1,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Quad City International Airport, IL, US",Moline,United States,1,0,41.5,-90.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Quad City International Airport, IL, US",Moline,United States,1,0,41.5,-90.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Dannelly Field, AL, US",Montgomery,United States,1,0,32.4,-86.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"General Downing - Peoria International Airport, IL, US",Peoria,United States,1,0,40.7,-89.6,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Trenton Mercer Airport, PA, US",Philadelphia,United States,1,0,40.0,-75.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Tri-Cities Airport, WA, US",Pasco,United States,1,0,46.2,-119.1,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Pellston Regional Airport of Emmet County, MI, US",Pellston,United States,1,0,45.6,-84.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Roanoke Regional Airport-Woodrum Field, VA, US",Roanoke,United States,1,0,37.3,-79.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Rock Springs-Sweetwater County Airport, WY, US",Rock Springs,United States,1,0,41.6,-109.2,30.0,-90.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Lubbock Preston Smith International Airport, TX, US",Lubbock,United States,1,0,33.6,-101.9,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Dane County Regional Airport, WI, US",Madison,United States,1,0,43.1,-89.4,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Midland International Airport, TX, US",Midland,United States,1,0,32.0,-102.1,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"General Mitchell International Airport, WI, US",Milwaukee,United States,1,0,43.0,-87.9,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"General Mitchell International Airport, WI, US",Milwaukee,United States,1,0,43.0,-87.9,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Minot International Airport, ND, US",Minot,United States,1,0,48.2,-101.3,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Missoula International Airport, MT, US",Missoula,United States,1,0,46.9,-114.0,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"McGhee Tyson Airport, TN, US",Knoxville,United States,1,0,36.0,-83.9,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"McGhee Tyson Airport, TN, US",Knoxville,United States,1,0,36.0,-83.9,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Kearney Municipal Airport, NE, US",Kearney,United States,1,0,40.7,-99.1,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"McCarran International Airport, NV, US",Las Vegas,United States,1,0,36.2,-115.1,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Salt Lake City International Airport, UT, US",Salt Lake City,United States,1,0,40.8,-111.9,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Riverton Regional Airport, WY, US",Riverton,United States,1,0,43.0,-108.4,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Roanoke Regional Airport-Woodrum Field, VA, US",Roanoke,United States,1,0,37.3,-79.9,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Richmond International Airport, VA, US",Richmond,United States,1,0,37.6,-77.5,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Tri-Cities Airport, WA, US",Pasco,United States,1,0,46.2,-119.1,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Tri-Cities Airport, WA, US",Pasco,United States,1,0,46.2,-119.1,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Pensacola International Airport, FL, US",Pensacola,United States,1,0,30.4,-87.2,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"General Downing - Peoria International Airport, IL, US",Peoria,United States,1,0,40.7,-89.6,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Nashville International Airport, TN, US",Nashville,United States,1,0,36.2,-86.8,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Eglin Air Force Base, FL, US",Valparaiso,United States,1,0,30.5,-86.5,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Ronald Reagan Washington National Airport, DC, US",Washington,United States,1,0,38.9,-77.0,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Palm Beach International Airport, FL, US",West Palm Beach,United States,1,0,26.7,-80.1,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Palm Beach International Airport, FL, US",West Palm Beach,United States,1,0,26.7,-80.1,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Yuma International Airport, AZ, US",Yuma,United States,1,0,32.7,-114.6,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Abilene Regional Airport, TX, US",Abilene,United States,1,0,32.4,-99.7,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Rick Husband Amarillo International Airport, TX, US",Amarillo,United States,1,0,35.2,-101.8,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Cleveland-Hopkins International Airport, OH, US",Cleveland,United States,1,0,41.5,-81.7,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Corpus Christi International Airport, TX, US",Corpus Christi,United States,1,0,27.8,-97.4,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"El Paso International Airport, TX, US",El Paso,United States,1,0,31.8,-106.5,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Austin Straubel International Airport, WI, US",Green Bay,United States,1,0,44.5,-88.0,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Newport News-Williamsburg International Airport, VA, US",Hampton,United States,1,0,37.0,-76.3,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Harrisburg International Airport, PA, US",Harrisburg,United States,1,0,40.3,-76.9,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Hobbs Airport, NM, US",Hobbs,United States,1,0,32.7,-103.1,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Casper–Natrona County International Airport, WY, US",Casper,United States,1,0,42.9,-106.3,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Charlottesville-Albemarle Airport, VA, US",Charlottesville,United States,1,0,38.0,-78.5,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Kahului Airport, HI, US",Kahului,United States,1,0,20.9,-156.5,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Kalamazoo-Battle Creek International Airport, MI, US",Kalamazoo,United States,1,0,42.3,-85.6,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Ford Airport, MI, US",Iron Mountain,United States,1,0,45.8,-88.1,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Minneapolis-St Paul International/Wold-Chamberlain Airport, MN, US",Minneapolis/St Paul,United States,1,0,45.0,-93.3,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Wichita Mid-Continent Airport, KS, US",Wichita,United States,1,0,37.7,-97.3,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Wilmington International Airport, NC, US",Wilmington,United States,1,0,34.2,-77.9,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Newark Liberty International Airport, NY, US",New York,United States,1,0,40.7,-74.0,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"San Antonio International Airport, TX, US",San Antonio,United States,1,0,29.4,-98.5,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Waco Regional Airport, TX, US",Waco,United States,1,0,31.5,-97.1,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Central Wisconsin Airport, WI, US",Wausau,United States,1,0,45.0,-89.6,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Westchester County Airport, NY, US",Westchester County,United States,1,0,41.2,-73.8,32.5,-92.1
